job_title,exclude_reason
senior executive assistant to executive directors,No (Previously Marked as Bad Title & Role)
executive director retirement living,No (Previously Marked as Bad Title & Role)
director of development advocacy and communications,No (Previously Marked as Bad Title & Role)
director actuary,No (Previously Marked as Bad Title & Role)
test &amp evaluation engineer 4,No (Previously Marked as Bad Title & Role)
director operations and finance,No (Previously Marked as Bad Title & Role)
web analyst,No (Previously Marked as Bad Title & Role)
director of software development aws application management services,No (Previously Marked as Bad Title & Role)
global business development director,No (Previously Marked as Bad Title & Role)
director of business development large accounts,No (Previously Marked as Bad Title & Role)
pharmaceutical &amp life sciences research &amp development director,No (Previously Marked as Bad Title & Role)
director of business development healthcare,No (Previously Marked as Bad Title & Role)
director senior director of business development (*incumbent can be located anyw,No (Previously Marked as Bad Title & Role)
sr business development director,No (Previously Marked as Bad Title & Role)
account director ii,No (Previously Marked as Bad Title & Role)
etl developer,No (Previously Marked as Bad Title & Role)
public relations (pr) account director consumer lifestyle,No (Previously Marked as Bad Title & Role)
sr marketing art director magic,No (Previously Marked as Bad Title & Role)
digital art director magic online,No (Previously Marked as Bad Title & Role)
asc director proliance eastside surgery center,No (Previously Marked as Bad Title & Role)
director channel development,No (Previously Marked as Bad Title & Role)
director institutional business development (southeast),No (Previously Marked as Bad Title & Role)
administrative director clinical informatics,No (Previously Marked as Bad Title & Role)
physician medical director inpatient rehab unit,No (Previously Marked as Bad Title & Role)
product development engineer,No (Previously Marked as Bad Title & Role)
physician medical director of clincal research anesthesiology,No (Previously Marked as Bad Title & Role)
director account management,No (Previously Marked as Bad Title & Role)
finance director retail,No (Previously Marked as Bad Title & Role)
medical director medical affairs,No (Previously Marked as Bad Title & Role)
director clinical quality,No (Previously Marked as Bad Title & Role)
industrial designers &amp id contractors,No (Previously Marked as Bad Title & Role)
medical director pediatric emergency dept (ps),No (Previously Marked as Bad Title & Role)
medical director hospice (ps),No (Previously Marked as Bad Title & Role)
assistant designer tbd,No (Previously Marked as Bad Title & Role)
executive director sunrise of edmonds assisted living ,No (Previously Marked as Bad Title & Role)
strategic accounts sales operations intern (undergrad),No (Previously Marked as Bad Title & Role)
deputy director finance and planning,No (Previously Marked as Bad Title & Role)
director human resources,No (Previously Marked as Bad Title & Role)
art director senior devices &amp studios microsoft studios,No (Previously Marked as Bad Title & Role)
director (hunter) hedge fund technology &amp services sales finance and investm,No (Previously Marked as Bad Title & Role)
transportation &amp dispatch coordinator,No (Previously Marked as Bad Title & Role)
director of resident care,No (Previously Marked as Bad Title & Role)
workforce development director,No (Previously Marked as Bad Title & Role)
director clinical research,No (Previously Marked as Bad Title & Role)
interim director of surgical services operating room periop,No (Previously Marked as Bad Title & Role)
human resources director part time vera whole health,No (Previously Marked as Bad Title & Role)
associate medical director for quality &amp safety,No (Previously Marked as Bad Title & Role)
designer soft accessories,No (Previously Marked as Bad Title & Role)
clinical molecular lab director,No (Previously Marked as Bad Title & Role)
vp of engineering,No (Previously Marked as Bad Title & Role)
dir hosting architecture amp engineering entertainment and media industry oppor,No (Previously Marked as Bad Title & Role)
director of nursing job,No (Previously Marked as Bad Title & Role)
finance director bellevue,No (Previously Marked as Bad Title & Role)
golf club director of food &amp beverage,No (Previously Marked as Bad Title & Role)
medical director,No (Previously Marked as Bad Title & Role)
director of fund development &amp community relations,No (Previously Marked as Bad Title & Role)
nursing maternal child director washington,No (Previously Marked as Bad Title & Role)
director of human resources,No (Previously Marked as Bad Title & Role)
engineering director,No (Previously Marked as Bad Title & Role)
business &amp finance officer ii (dot director&#039 s office),No (Previously Marked as Bad Title & Role)
multi unit director manager fast casual restaurant,No (Previously Marked as Bad Title & Role)
top finance executive vice president finance,No (Previously Marked as Bad Title & Role)
director of clinical operations,No (Previously Marked as Bad Title & Role)
executive director student and family support services,No (Previously Marked as Bad Title & Role)
foodservice director job,No (Previously Marked as Bad Title & Role)
managing art director photo,No (Previously Marked as Bad Title & Role)
human resources director part time vera whole health seattle,No (Previously Marked as Bad Title & Role)
resident director,No (Previously Marked as Bad Title & Role)
assistant health services director,No (Previously Marked as Bad Title & Role)
finance director retail job,No (Previously Marked as Bad Title & Role)
health services director aegis lodge,No (Previously Marked as Bad Title & Role)
vice president of operations,No (Previously Marked as Bad Title & Role)
vice president of sales,No (Previously Marked as Bad Title & Role)
robert half finance &amp accounting account operations division director,No (Previously Marked as Bad Title & Role)
vice president financial planning and analysis,No (Previously Marked as Bad Title & Role)
